Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State,Website,MainPhone,MainEmail,ContactName1,ContactTitle1,OTCMarketsURL
ASDN,ASTRO AEROSPACE LTD,OTCQB,4.1,-8.686,92327,Common Stock,USA,Texas,,,,,,
CLCN,CREATIVE LEARNING CORP,OTCQB,0.2,5.2632,24000,Common Stock,USA,Florida,,,,,,
IMII,INCEPTION MINING INC,OTCQB,0.035,-7.8947,451637,Common Stock,USA,Utah,,,,,,
WIZD,WIZARD ENTERTAINMENT INC,OTCQB,4.5,15.3846,72855,Common Stock,USA,Utah,,,,,,
LTUM,LITHIUM CORP,OTCQB,0.51394,-0.0117,250841,Common Stock,USA,Nevada,,,,,,
MRZM,MARIZYME INC,OTCQB,2.95,-1.3378,2300,Common Stock,USA,Florida,,,,,,
BTCS,BTCS INC,OTCQB,1.005,-6.0748,1346871,Common Stock,USA,Maryland,,,,,,
GWTI,GREENWAY TECHNOLOGIES INC,OTCQB,0.0323,-13.4048,254264,Common Stock,USA,Texas,,,,,,
SNWV,SANUWAVE HEALTH INC,OTCQB,0.1701,-7.6547,326102,Common Stock,USA,Georgia,,,,,,
RPMT,REGO PAYMENT ARCHITECTURE,OTCQB,0.845,-3.9773,21113,Common Stock,USA,Pennsylvania,,,,,,
UMHL,UMATRIN HOLDING LIMITED,OTCQB,0.036,-21.7391,20000,Common Stock,USA,New York,,,,,,
SSFT,SONASOFT CORP,OTCQB,0.17,-4.4944,930175,Common Stock,USA,California,,,,,,
FLES,THE 4 LESS GROUP INC,OTCQB,2.59,1.1719,17968,Common Stock,USA,Nevada,,,,,,
RXMD,PROGRESSIVE CARE INC,OTCQB,0.135,-0.2586,1167414,Common Stock,USA,Florida,,,,,,
SUME,SUMMER ENERGY HLDGS INC,OTCQB,0.98,,0,Common Stock,USA,Texas,,,,,,
SOBR,SOBR SAFE INC,OTCQB,3.31,,30,Common Stock,USA,Colorado,,,,,,
MCVT,MILL CITY VENTURES III,OTCQB,5.5,-5.3356,1250,Common Stock,USA,Minnesota,,,,,,
BASA,BASANITE INC,OTCQB,0.236,2.4306,82903,Common Stock,USA,Florida,,,,,,
VYCO,VYCOR MEDICAL INC,OTCQB,0.1685,,0,Common Stock,USA,Florida,,,,,,
WARM,COOL TECHNOLOGIES INC,OTCQB,0.065,-12.3753,16337441,Common Stock,USA,Florida,,,,,,
TDNT,TRIDENT BRANDS INC,OTCQB,0.0624,24.8,2000,Common Stock,USA,Wisconsin,,,,,,
BUDZ,WEED INC,OTCQB,0.87,-2.7933,130052,Common Stock,USA,Arizona,,,,,,
MITI,MITESCO INC,OTCQB,0.2897,-3.0455,1036680,Common Stock,USA,Minnesota,,,,,,
GRWC,GROW CAPITAL INC,OTCQB,1.01,-15.8333,7651,Common Stock,USA,Nevada,,,,,,
VYST,VYSTAR CORP,OTCQB,0.0368,-3.1579,1965630,Common Stock,USA,Massachusetts,,,,,,
GNAL,GENERATION ALPHA INC,OTCQB,0.048,10.8545,31975,Common Stock,USA,California,,,,,,
NBIO,NASCENT BIOTECH INC,OTCQB,0.0585,-5.6452,112100,Common Stock,USA,California,,,,,,
MINM,ZOOM TELEPHONICS INC,OTCQB,3.13,-2.795,10004,Common Stock,USA,Massachusetts,,,,,,
LSMG,LODE-STAR MINING INC,OTCQB,0.104,,0,Common Stock,USA,Nevada,,,,,,
QGSI,QUANTGATE SYSTEMS INC,OTCQB,0.16,14.2857,1474985,Common Stock,USA,New York,,,,,,
MFON,MOBIVITY HOLDINGS CORP,OTCQB,1.94,7.1823,6200,Common Stock,USA,Arizona,,,,,,
BICX,BIOCORRX INC NEW,OTCQB,2.86,7.9245,13540,Common Stock,USA,California,,,,,,
GRYN,GREEN HYGIENICS HLDGS INC,OTCQB,1.64,13.8889,158070,Common Stock,USA,California,,,,,,
CBDS,CANNABIS SATIVA INC,OTCQB,0.75,-2.5974,43147,Common Stock,USA,Nevada,,,,,,
OSAT,ORBSAT CORP,OTCQB,2.75,,2,Common Stock,USA,Florida,,,,,,
SOWG,SOW GOOD INC,OTCQB,6.4,,3,Common Stock,USA,Texas,,,,,,
SHMP,NATURALSHRIMP INC,OTCQB,0.571,-2.0583,1338002,Common Stock,USA,Texas,,,,,,
FNAM,EVOLUTIONARY GENOMICS INC,OTCQB,1.05,,0,Common Stock,USA,Colorado,,,,,,
CANB,CAN B CORP,OTCQB,0.5425,-3.1423,51072,Common Stock,USA,New York,,,,,,
WSCO,WALL STREET MEDIA CO INC,OTCQB,0.25,,0,Common Stock,USA,Florida,,,,,,
SRNA,SURNA INC,OTCQB,0.0949,-9.5329,1399959,Common Stock,USA,Colorado,,,,,,
BRFH,BARFRESH FOOD GROUP INC,OTCQB,0.39,-7.1429,39612,Common Stock,USA,California,,,,,,
CANN,GENERAL CANNABIS CORP,OTCQB,0.975,-1.5152,159199,Common Stock,USA,Colorado,,,,,,
FGCO,FINANCIAL GRAVITY COMP,OTCQB,0.33,10,12500,Common Stock,USA,Texas,,,,,,
SMGI,SMG INDUSTRIES INC,OTCQB,0.2135,-20.9259,34253,Common Stock,USA,Texas,,,,,,
CVSI,CV SCIENCES INC,OTCQB,0.495,-5.7143,1606560,Common Stock,USA,California,,,,,,
DIGP,DIGIPATH INC,OTCQB,0.056675,3.4215,168815,Common Stock,USA,Nevada,,,,,,
SILO,SILO PHARMA INC,OTCQB,0.29,-3.3011,259142,Common Stock,USA,New Jersey,,,,,,
WCUI,WELLNESS CENTER USA INC,OTCQB,0.049,22.5,25625,Common Stock,USA,Arizona,,,,,,
ENDV,NDONOVO THERAPEUTICS INC,OTCQB,0.0333,-8.1379,390883,Common Stock,USA,California,,,,,,
MAGE,MAGELLAN GOLD CORP,OTCQB,1.1,10,23711,Common Stock,USA,Idaho,,,,,,
MMMB,MAMAMANCINI'S HLDGS INC,OTCQB,2.74,-3.1802,41273,Common Stock,USA,New Jersey,,,,,,
ARTH,ARCH THERAPEUTICS INC,OTCQB,0.16505,-5.2526,157103,Common Stock,USA,Massachusetts,,,,,,
STCB,STARCO BRANDS INC,OTCQB,0.8,0,250,Common Stock,USA,California,,,,,,
ETST,EARTH SCIENCE TECH INC,OTCQB,0.038,-11.8329,25206,Common Stock,USA,Florida,,,,,,
CDXI,CARDAX INC,OTCQB,2.25,,0,Common Stock,USA,Hawaii,,,,,,
NMTC,NEUROONE MEDICAL TECHS CP,OTCQB,2.87,1.4134,105339,Common Stock,USA,Minnesota,,,,,,
CWGL,CRIMSON WINE GROUP LTD,OTCQB,6.65,-0.1502,5906,Common Stock,USA,California,,,,,,
CMXC,CELL MEDX CORP,OTCQB,0.3,26.5823,238848,Common Stock,USA,Nevada,,,,,,
AXIM,AXIM BIOTECHNOLOGIES INC,OTCQB,0.641,-6.4234,89797,Common Stock,USA,California,,,,,,
INTV,INTEGRATED VENTURES INC,OTCQB,0.39232,-12.8178,2806907,Common Stock,USA,Pennsylvania,,,,,,
TKCI,TURNKEY CAPITAL INC,OTCQB,3.96,,0,Common Stock,USA,Florida,,,,,,
NUMD,NU-MED PLUS INC,OTCQB,0.577,40.7317,4333,Common Stock,USA,Utah,,,,,,
ACAN,AMERICANN INC,OTCQB,1.33,0,13393,Common Stock,USA,Colorado,,,,,,
PUBC,PUREBASE CORPORATION,OTCQB,0.11,-12,127272,Common Stock,USA,California,,,,,,
GENH,GENERATION HEMP INC,OTCQB,1.95,0,4945,Common Stock,USA,Texas,,,,,,
HMMR,HAMMER FIBER OPTICS HLDGS,OTCQB,0.8095,2.4684,19024,Common Stock,USA,New York,,,,,,
BSTG,BIOSTAGE INC NEW,OTCQB,1.54,2.6667,1001,Common Stock,USA,Massachusetts,,,,,,
AGOL,ANDINA GOLD CORP,OTCQB,0.18,5.2632,60533,Common Stock,USA,Colorado,,,,,,
BMTM,BRIGHT MOUNTAIN MEDIA INC,OTCQB,2,,0,Common Stock,USA,Florida,,,,,,
ANVI,ANVI GLOBAL HOLDINGS,OTCQB,0,,0,Common Stock,USA,North Carolina,,,,,,
CLCS,CELL SOURCE INC,OTCQB,1.4,-5.4054,7650,Common Stock,USA,New York,,,,,,
EXEO,EXEO ENTMT INC,OTCQB,0.34995,-5.3933,12856,Common Stock,USA,Nevada,,,,,,
SKYE,SKYE BIOSCIENCE INC,OTCQB,0.125,-5.303,2921271,Common Stock,USA,California,,,,,,
RASP,RASNA THERAPEUTICS INC,OTCQB,0.095,,0,Common Stock,USA,New York,,,,,,
LEAI,LEGACY EDUCATION ALLIANCE,OTCQB,0.155,12.3188,250,Common Stock,USA,Florida,,,,,,
RIII,RENAVOTIO INC,OTCQB,0.079,-1.25,391905,Common Stock,USA,Oklahoma,,,,,,
GWSN,GULF WEST SECURITY NTWK,OTCQB,0.15,25,655,Common Stock,USA,Louisiana,,,,,,
FCUV,FOCUS UNIVERSAL INC,OTCQB,4.25,0,2700,Common Stock,USA,California,,,,,,
IPSI,INNOVATIVE PYMNT SLUTIONS,OTCQB,0.1262,-7.8832,2956510,Common Stock,USA,California,,,,,,
QBIO,Q BIOMED INC.,OTCQB,1.03,0.9804,49260,Common Stock,USA,New York,,,,,,
EFSH,1847 HOLDINGS LLC,OTCQB,1.57,,0,Common Stock,USA,New York,,,,,,
EWLU,MERION INC,OTCQB,1.6,,0,Common Stock,USA,California,,,,,,
HCYT,H-CYTE INC,OTCQB,0.0876,20,30932,Common Stock,USA,Florida,,,,,,
IDTY,IPSIDY INC,OTCQB,0.272,-2.8571,166993,Common Stock,USA,New York,,,,,,
UCLE,US NUCLEAR CORP,OTCQB,0.72,2.1277,26694,Common Stock,USA,California,,,,,,
NGTF,NIGHTFOOD HLDGS INC,OTCQB,0.3,-4.9128,287836,Common Stock,USA,New York,,,,,,
ABQQ,AB INTL GROUP CORP NEW,OTCQB,0.14,5.6604,996746,Common Stock,USA,New York,,,,,,
OWPC,ONE WORLD PHARMA INC,OTCQB,0.311,-5.8717,88953,Common Stock,USA,Nevada,,,,,,
HYEX,HEALTHY EXTRACTS INC,OTCQB,0.086,7.5,17215,Common Stock,USA,Nevada,,,,,,
ABML,AMERICAN BATTERY METLS CP,OTCQB,1.46,-11.5152,8865272,Common Stock,USA,Nevada,,,,,,
BTCY,BIOTRICITY INC,OTCQB,2.34,-2.0921,81604,Common Stock,USA,California,,,,,,
VMNT,VEMANTI GROUP INC,OTCQB,1.06,-7.0175,205616,Common Stock,USA,California,,,,,,
SMKC,SMOKE CARTEL INC (A),OTCQB,0.2999,2.3549,889,Common Stock,USA,Georgia,,,,,,
EXDI,EXACTUS INC,OTCQB,0.165,8.4813,25000,Common Stock,USA,Florida,,,,,,
AMCT,AMERICAN ED CTR INC,OTCQB,0.15,,79,Common Stock,USA,New York,,,,,,
FIFG,FIRST FOODS GROUP INC,OTCQB,0.309,-0.3226,34770,Common Stock,USA,Nevada,,,,,,
AREB,AMERICAN REBEL HLDGS INC,OTCQB,0.0435,-3.5477,212734,Common Stock,USA,Tennessee,,,,,,
SHRG,SHARING SERVICES GLOBL CP,OTCQB,0.25,-2.7237,34599,Common Stock,USA,Texas,,,,,,
NRIS,NORRIS INDUSTRIES INC,OTCQB,0.23,-17.8571,2750,Common Stock,USA,Texas,,,,,,
BTIM,BOATIM INC,OTCQB,0.545,0.9259,4631,Common Stock,USA,Florida,,,,,,
CURR,CURE PHARMA HLDG CORP,OTCQB,0.97,-3,32904,Common Stock,USA,California,,,,,,
GPFT,GRAPEFRUIT USA INC,OTCQB,0.145,-3.3333,696670,Common Stock,USA,California,,,,,,
FUST,FUSE GROUP HOLDING INC,OTCQB,1.99,-38.7692,390,Common Stock,USA,California,,,,,,
ACBM,ARCO BIOMEDICAL CO LTD,OTCQB,3.11,,0,Common Stock,USA,Indiana,,,,,,
LSYN,LIBERATED SYNDICATION INC,OTCQB,4.23,-2.3095,4336,Common Stock,USA,Pennsylvania,,,,,,
NPTX,NEUROPATHIX INC.,OTCQB,0.1575,-4.5455,81029,Common Stock,USA,Pennsylvania,,,,,,
ALTD,ALTITUDE INTL INC,OTCQB,0.48,-5.8454,91064,Common Stock,USA,Florida,,,,,,
GRMM,GROM SOCIAL ENTERPRISES,OTCQB,0.125,4.1667,150500,Common Stock,USA,Florida,,,,,,
VFRM,VERITAS FARMS INC,OTCQB,0.25,-3.8462,9700,Common Stock,USA,Florida,,,,,,
ALPP,ALPINE 4 HOLDINGS INC A,OTCQB,3.76,-3.8363,1356006,Common Stock,USA,Arizona,,,,,,
LBUY,LEAFBUYER TECHNOLOGIES,OTCQB,0.14,-6.2918,73352,Common Stock,USA,Colorado,,,,,,
ODYY,ODYSSEY GROUP INTL INC,OTCQB,0.92,-10.6796,48012,Common Stock,USA,California,,,,,,
GMVP,GRIDIRON BIONUTRIENTS INC,OTCQB,2.25,,44,Common Stock,USA,Arizona,,,,,,
HLYK,HEALTHLYNKED CORP,OTCQB,0.98,-4.8544,294951,Common Stock,USA,Florida,,,,,,
GPOX,GPO PLUS INC,OTCQB,1.89,,0,Common Stock,USA,Nevada,,,,,,
NDVN,NDIVISION INC,OTCQB,0.8499,-1.1744,19983,Common Stock,USA,Texas,,,,,,
ADOM,ADOMANI INC,OTCQB,0.491815,-0.8917,470271,Common Stock,USA,California,,,,,,
QRON,QRONS INC,OTCQB,0.94,0,3293,Common Stock,USA,New York,,,,,,
PHCG,PURE HARVEST CANNABIS GR,OTCQB,0.5,-3.8462,360,Common Stock,USA,Colorado,,,,,,
BRSF,BRAIN SCIENTIFIC INC,OTCQB,1.34,-4.9645,6914,Common Stock,USA,New York,,,,,,
FGNV,FORGE INNOVATION DEV CORP,OTCQB,1.5,,0,Common Stock,USA,California,,,,,,
KULR,KULR TECH GRP INC,OTCQB,2.53,-1.938,108648,Common Stock,USA,California,,,,,,
VIVC,VIVIC CORP,OTCQB,2.1,,20,Common Stock,USA,Nevada,,,,,,
INFT,INFINITY BANK SNTA ANA CA,OTCQB,9.5,,0,Common Stock,USA,California,,,,,,
SBEV,SPLASH BEVERAGE GROUP INC,OTCQB,1.6,0,50610,Common Stock,USA,Florida,,,,,,
GCAN,GREATER CANNABIS CO INC,OTCQB,0.0113,-16.2963,3850739,Common Stock,USA,Maryland,,,,,,
RVIV,REVIV3 PROCARE CO,OTCQB,0.4459,-2.854,200,Common Stock,USA,California,,,,,,
SYSX,SYSOREX INC,OTCQB,0.85,15.1216,29402,Common Stock,USA,Virginia,,,,,,
ALID,ALLIED CORP,OTCQB,0.98,-2,3665,Common Stock,USA,Nevada,,,,,,
BOMH,BOOMER HOLDINGS INC,OTCQB,0.34,-2.8571,79195,Common Stock,USA,Nevada,,,,,,
LDSN,LUDUSON G INC,OTCQB,3.8,,0,Common Stock,USA,California,,,,,,
CWPE,CW PETROLEUM CORP,OTCQB,1,,0,Common Stock,USA,Texas,,,,,,
SLBG,SLINGER BAG INC,OTCQB,3.06,-4.375,19050,Common Stock,USA,Maryland,,,,,,
EMED,ELECTROMEDICAL TECH INC,OTCQB,0.285,-4.8414,46772,Common Stock,USA,Delaware,,,,,,
GIPR,GENERATION INC PROP INC,OTCQB,0,,0,Common Stock,USA,Florida,,,,,,
ILAL,INTERNATIONAL LAND ALLICE,OTCQB,1.48,1.3699,24832,Common Stock,USA,California,,,,,,
FWAV,FOURTH WAVE ENERGY INC,OTCQB,0.3766,0.4267,2709,Common Stock,USA,California,,,,,,
RELT,RELIANT HOLDINGS INC,OTCQB,0.289,15.3693,1000,Common Stock,USA,Texas,,,,,,
ICCT,ICORECONNECT INC,OTCQB,0.13,-3.7037,15625,Common Stock,USA,Florida,,,,,,
FDCT,FDCTECH INC,OTCQB,0.43,0,58319,Common Stock,USA,California,,,,,,
HWKE,HAWKEYE SYSTEMS INC,OTCQB,0.2185,-0.6028,416019,Common Stock,USA,Georgia,,,,,,
ALDS,APPLIFE DIGITAL SOLUTIONS,OTCQB,0.14955,10.7778,17000,Common Stock,USA,California,,,,,,
ELVG,ELVICTOR GROUP INC,OTCQB,0.08,-33.3333,2000,Common Stock,USA,New York,,,,,,
UNXP,UNITED EXPRESS INC,OTCQB,0,,0,Common Stock,USA,Nevada,,,,,,
NEOV,NEOVOLTA INC,OTCQB,6.1,-1.454,14834,Common Stock,USA,California,,,,,,
KITL,KISSES FROM ITALY INC,OTCQB,0.151,-16.1111,5618,Common Stock,USA,Florida,,,,,,
TRIQ,TRAQIQ INC,OTCQB,1.3,0,100,Common Stock,USA,Washington,,,,,,
TRNF,TARONIS FUELS INC,OTCQB,3.41,-11.4286,35388,Common Stock,USA,Arizona,,,,,,
VYND,VYNLEADS INC,OTCQB,1,,0,Common Stock,USA,South Carolina,,,,,,
GJCU,GJ CULTURE GROUP US INC,OTCQB,0.15,,0,Common Stock,USA,California,,,,,,
CNSC,CANNASSIST INTL CORP,OTCQB,0.5,,0,Common Stock,USA,California,,,,,,
AMHG,AMERGENT HOSPITALITY GRP,OTCQB,0.695,-3.4722,43765,Common Stock,USA,North Carolina,,,,,,
ODII,ODYSSEY SEMCONDCTR TECH,OTCQB,4.7,0,985,Common Stock,USA,New York,,,,,,
TGAN,TRANSPHORM INC,OTCQB,5.9,-12.5926,466794,Common Stock,USA,California,,,,,,
FTCO,FORTITUDE GOLD CORP,OTCQB,4,-10.3139,230148,Common Stock,USA,Colorado,,,,,,
CMPX,COMPASS THERAPEUTICS INC,OTCQB,0,,0,Common Stock,USA,Massachusetts,,,,,,
XTMIF,XTM INC,OTCQB,0.3817,-2.4035,65908,Common Stock,USA,Florida,,,,,,
TGCB,TEGO CYBER INC,OTCQB,0,,0,Common Stock,USA,Nevada,,,,,,
FUNN,AMFIL TECHNOLOGIES INC,Pink Current,0.0399,-1.1152,154403,Common Stock,Canada,Ontario,,,,,,
CTTH,CTT PHARMACEUTICAL HLDGS,Pink Current,0.09,,0,Common Stock,Canada,British Columbia,,,,,,
MJLB,ULTRACK SYSTEMS INC,Pink Current,0.116,1.31,6284883,Common Stock,Canada,Ontario,,,,,,
RBTK,ZHEN DING RESOURCES INC,Pink Current,3.0001,,0,Common Stock,Canada,Quebec,,,,,,
HDII,HYPERTENSION DIAGNSTCS,Pink Current,0.0295,-1.0067,278206,Common Stock,Canada,Ontario,,,,,,
GRSO,GROW SOLUTIONS HLDGS,Pink Current,0.0016,-20,80660239,Common Stock,Canada,Saskatchewan,,,,,,
CPMD,CANNAPHARMARX INC,Pink Current,0.265,-8.018,99115,Common Stock,Canada,Alberta,,,,,,
SPOWF,STRATA PWR CORP,Pink Current,0.029,,0,Common Stock,Canada,Alberta,,,,,,
ZMRK,ZALEMARK HOLDING CO INC,Pink Current,0.008,-9.0909,1810968,Common Stock,Canada,Ontario,,,,,,
FERL,FEARLESS FILMS INC,Pink Current,0.1641,-13.6316,1798,Common Stock,Canada,Ontario,,,,,,
LLLI,LAMPERD LESS LETHAL INC,Pink Current,0.0267,-7.931,534719,Common Stock,Canada,Ontario,,,,,,
HRAL,HEAR ATLAST HOLDINGS INC,Pink Current,0.0108,0.9346,796381,Common Stock,Canada,Ontario,,,,,,
RAKR,RAINMAKER WORLDWIDE INC,Pink Current,0.0689,-1.5714,538734,Common Stock,Canada,Ontario,,,,,,
BLFE,BIOLIFE SCIENCES INC,Pink Current,0.45,-8.1633,18290,Common Stock,Canada,Ontario,,,,,,
GWSO,GLOBAL WARMING SLTNS INC,Pink Current,2.6,-3.3457,34178,Common Stock,Canada,Ontario,,,,,,
RMES,RED METAL RES LTD NEW,Pink Current,0.175,-16.9435,53141,Common Stock,Canada,Ontario,,,,,,
PAXH,PREAXIA HEALTH CARE PYMNT,Pink Current,0.75,,0,Common Stock,Canada,Alberta,,,,,,
SBFM,SUNSHINE BIOPHARMA INC,Pink Current,0.137,7.0313,4467194,Common Stock,Canada,Quebec,,,,,,
PYBX,HYDRO POWER TECHS INC,Pink Current,0.103,1.4778,68014,Common Stock,Canada,Ontario,,,,,,
KALO,KALLO INC,Pink Current,0.0956,-29.1852,499716,Common Stock,Canada,Ontario,,,,,,
PHBI,PHARMAGREEN BIOTECH INC,Pink Current,0.04,16.2791,10746223,Common Stock,Canada,British Columbia,,,,,,
WHSI,WEARABLE HEALTH SOLUTIONS,Pink Current,0.0116,-16.4265,262731,Common Stock,Canada,Ontario,,,,,,
NRBT,NOVUS ROBOTICS INC,Pink Current,0.2205,3.7647,85601,Common Stock,Canada,Ontario,,,,,,
ADGS,ADGS ADVISORY INC,Pink Current,0.21,,0,Common Stock,Canada,Ontario,,,,,,
CBBB,CONTINENTAL BEV BRD CORP,Pink Current,0.31,,0,Common Stock,Canada,British Columbia,,,,,,
TWOH,TWO HANDS CORP,Pink Current,0.00379,5.2778,13251215,Common Stock,Canada,Ontario,,,,,,
LRGR,LUMINAR MEDIA GROUP INC,Pink Current,0.11,0,78355,Common Stock,Canada,Ontario,,,,,,
LGYV,LEGACY VENTURES INTL INC,Pink Current,1.25,,4,Common Stock,Canada,Ontario,,,,,,
CRKM,CRANK MEDIA INC,Pink Current,5.5,,0,Common Stock,Canada,British Columbia,,,,,,
FCTI,FACT INC,Pink Current,1.45,0,84596,Common Stock,Canada,Ontario,,,,,,
JSHG,JOSHUA GOLD RESOURCES,Pink Current,0.076,-24,32695,Common Stock,Canada,Ontario,,,,,,
TTEZ,3AM TECHNOLOGIES INC,Pink Current,0,,0,Common Stock,Canada,Ontario,,,,,,
ESXMF,ESSEX MINERALS INC,Pink Current,0,,0,Common Stock,Canada,British Columbia,,,,,,
AAUGF,ANGOLD RES LTD,Pink Current,0.3075,-9.2117,3000,Common Stock,Canada,British Columbia,,,,,,
PVGDF,PROVENANCE GOLD CORP,Pink Current,0.1002,,0,Common Stock,Canada,British Columbia,,,,,,
WLNSF,DISCOVER WELLNESS SLTNS,Pink Current,0.3466,,0,Common Stock,Canada,Alberta,,,,,,
BMBIF,BRIGHT MINDS BIOSCIENCES,Pink Current,5.3508,-0.9111,1138,Common Stock,Canada,British Columbia,,,,,,
RADLF,RADIAL RESH CORP,Pink Current,0,,0,Common Stock,Canada,British Columbia,,,,,,
HANCF,HANSTONE GOLD CORP,Pink Current,0,,0,Common Stock,Canada,British Columbia,,,,,,
WELX,WINLAND HOLDINGS CORP,Pink Current,5.5,-0.9009,3812,Common Stock,USA,Minnesota,,,,,,
GFMH,GOLIATH FILM & MEDIA HLDG,Pink Current,0.0259,19.9074,350163,Common Stock,USA,Nevada,,,,,,
IBAL,INTL BALER CORP NEW,Pink Current,1.45,,0,Common Stock,USA,Florida,,,,,,
DPLS,DARKPULSE INC,Pink Current,0.0112,-10.4,46032955,Common Stock,USA,New York,,,,,,
VIDE,VIDEO DISPLAY CORP,Pink Current,1.5,-18.9189,100,Common Stock,USA,Georgia,,,,,,
CORG,CORDIA CORP,Pink Current,0.91,5.814,55434,Common Stock,USA,Nevada,,,,,,
VRTC,VERITEC INC,Pink Current,0.04,0,11500,Common Stock,USA,Minnesota,,,,,,
PMPG,PREMIER PRODUCTS GROUP,Pink Current,0.075,-2.4454,1403840,Common Stock,USA,California,,,,,,
HSTC,HST GLOBAL INC,Pink Current,0.072,,10,Common Stock,USA,Virginia,,,,,,
INSO,INDUSTRY SRCE CONSULTING,Pink Current,0.03,0,634670,Common Stock,USA,Kansas,,,,,,
TNLX,TRANS LUX CORP,Pink Current,0.26,-13.7931,24901,Common Stock,USA,New York,,,,,,
SRCO,SPARTA COMML SVCS INC,Pink Current,0.1129,-18.1884,1000,Common Stock,USA,New York,,,,,,
WDRP,WANDERPORT CORP,Pink Current,0.0073,-10.9756,5253520,Common Stock,USA,California,,,,,,
BTDG,B2DIGITAL INC,Pink Current,0.0053,-8.6207,5703415,Common Stock,USA,Florida,,,,,,
RNWF,RENEWAL FUELS INC,Pink Current,0.0065,0,3392633,Common Stock,USA,Wyoming,,,,,,
TNRK,TNR TECHNICAL INC,Pink Current,8.5,,0,Common Stock,USA,Florida,,,,,,
SPRS,SURGE COMPONENTS INC,Pink Current,2.85,,0,Common Stock,USA,New York,,,,,,
FORW,FORWARDLY INC,Pink Current,0.648,3.8129,2987074,Common Stock,USA,Nevada,,,,,,
STQN,STRATEGIC ACQUIS INC NEV,Pink Current,0.282,,0,Common Stock,USA,New York,,,,,,
SPCO,STEPHAN CO,Pink Current,2.87,,94,Common Stock,USA,Pennsylvania,,,,,,
SCXLB,STARRETT (L S) CO B COM,Pink Current,6.6,,0,Common Stock,USA,Massachusetts,,,,,,
GRNH,GREENGRO TECHS INC,Pink Current,0.0301,-10.4167,6435212,Common Stock,USA,California,,,,,,
SPND,SPINDLETOP OIL&GAS CO,Pink Current,2.49,0,100,Common Stock,USA,Texas,,,,,,
SGMD,SUGARMADE INC,Pink Current,0.003,5.6338,80034622,Common Stock,USA,California,,,,,,
URHG,UNITED RES HLDGS GRP INC,Pink Current,0.03,-3.8462,5000,Common Stock,USA,Nevada,,,,,,
SDRC,SIDNEY RESOURCES CORP,Pink Current,0.05835,19.0816,4462891,Common Stock,USA,Idaho,,,,,,
SLGD,SCOTTS LIQUID GOLD INC,Pink Current,2.53,-4.5283,100,Common Stock,USA,Colorado,,,,,,
AASP,ALL-AMER SPORTPARK INC,Pink Current,1.32,,39,Common Stock,USA,Nevada,,,,,,
PGNT,PARAGON TECHS INC,Pink Current,5.3,,3,Common Stock,USA,Pennsylvania,,,,,,
UPDC,UPD HOLDING CORP.,Pink Current,0.12,-1.6393,107818,Common Stock,USA,Nevada,,,,,,
RELV,RELIV INTL INC,Pink Current,3.22,,89,Common Stock,USA,Missouri,,,,,,
RLBY,RELIABILITY INC,Pink Current,0.07,,26,Common Stock,USA,Maryland,,,,,,
RAFI,REGENCY AFFILIATES INC,Pink Current,6.14,,0,Common Stock,USA,New York,,,,,,
PIAC,PRINCETON CAPITAL CORP,Pink Current,0.14,,0,Common Stock,USA,Massachusetts,,,,,,
TSPG,TGI SOLAR POWER GROUP INC,Pink Current,0.00842,-9.8501,4660737,Common Stock,USA,New Jersey,,,,,,
VAPR,VAPORBRANDS INTL INC,Pink Current,0.02315,-10.0971,223637,Common Stock,USA,Florida,,,,,,
PCYN,PROCYON CORP,Pink Current,0.6,,0,Common Stock,USA,Florida,,,,,,
QPRC,QUEST PATENT RESEARCH CRP,Pink Current,0.019,-9.5238,949772,Common Stock,USA,New York,,,,,,
RDGA,RIDGEFIELD ACQUISTON CORP,Pink Current,2.82,,0,Common Stock,USA,Nevada,,,,,,
ORBT,ORBIT INTL CORP,Pink Current,5.68,-3.4014,449,Common Stock,USA,New York,,,,,,
GRPS,GOLD RIVER PRODS INC,Pink Current,0.018,0.5587,6682374,Common Stock,USA,Florida,,,,,,
GRST,ETHEMA HEALTH CORPORATION,Pink Current,0.0064,-1.5385,23916661,Common Stock,USA,Florida,,,,,,
NTWB,NORTHWEST B&T DVNPRT IA,Pink Current,0,,0,Common Stock,USA,Iowa,,,,,,
MOVAA,MOVADO GROUP INC A,Pink Current,0,,0,Common Stock,USA,New Jersey,,,,,,
NIMU,NON-INVASIVE MONITORG SYS,Pink Current,0.05,61.2903,2830,Common Stock,USA,Florida,,,,,,
NNUP,NOCOPI TECHS INC,Pink Current,0.166,0,13640,Common Stock,USA,Pennsylvania,,,,,,
SDON,SANDSTON CORP,Pink Current,0.05,,0,Common Stock,USA,Michigan,,,,,,
SKPO,SKYE PETE INC,Pink Current,0.00942,6.1408,489126,Common Stock,USA,Texas,,,,,,
ATRX,ADHERA THERAPEUTICS INC,Pink Current,0.0995,10.5556,327,Common Stock,USA,Louisiana,,,,,,
MMMM,QUAD M SOLUTIONS INC,Pink Current,0.14,-6.6044,67599,Common Stock,USA,New Jersey,,,,,,
HCMC,HEALTHIER CHOICES MGMT,Pink Current,0.0013,-13.3333,5250942703,Common Stock,USA,Florida,,,,,,
